DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	5q12.3	5	65343061	NR	ADAMTS6			ENSG00000049192			rs4700080-G	rs4700080	0	4700080	intron_variant	0	0.0340237	9E-6	5.045757490560675				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	2q23.3	2	151206431	NR	FABP5P10 - RBM43	ENSG00000213201	ENSG00000184898		19836	41509	rs62167560-C	rs62167560	0	62167560	intergenic_variant	1	0.0207101	6E-6	5.221848749616356				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	3q13.2	3	112789332	NR	LINC02042 - CD200R1L-AS1	ENSG00000240893	ENSG00000242770		40013	13146	rs7614127-A	rs7614127	0	7614127	intergenic_variant	1	0.501515	7E-6	5.154901959985743				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	15q14	15	35639966	NR	DPH6-DT			ENSG00000248079			rs78885963-T	rs78885963	0	78885963	intron_variant	0	0.0540958	6E-6	5.221848749616356				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	8p23.2	8	3951280	NR	CSMD1			ENSG00000183117			rs940145-C	rs940145	0	940145	intron_variant	0	0.237037	4E-6	5.3979400086720375				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to progression)	662 European ancestry individuals	NA	16p12.3	16	18006634	NR	AC091489.1, AC010601.1			ENSG00000260242, ENSG00000259929			rs9921472-A	rs9921472	0	9921472	intron_variant	0	0.103316	6E-6	5.221848749616356				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007497	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to first abdominal surgery)	1,360 European ancestry individuals	NA	6p22.3	6	24523528	NR	ALDH5A1			ENSG00000112294			rs116417499-A	rs116417499	0	116417499	intron_variant	0	0.0154867	4E-7	6.3979400086720375				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007498	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to first abdominal surgery)	1,360 European ancestry individuals	NA	17p13.2	17	5522104	NR	NLRP1			ENSG00000091592			rs62072729-T	rs62072729	0	62072729	intron_variant	0	0.11853	4E-6	5.3979400086720375				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007498	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to first abdominal surgery)	1,360 European ancestry individuals	NA	3p24.2	3	25251475	NR	RARB			ENSG00000077092			rs6778300-C	rs6778300	0	6778300	intron_variant	0	0.0119647	5E-6	5.301029995663981				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007498	Genome-wide genotyping array
2019-04-03	30801121	O'Donnell S	2019-02-25	Inflamm Bowel Dis	www.ncbi.nlm.nih.gov/pubmed/30801121	The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.	Crohn's disease (time to first abdominal surgery)	1,360 European ancestry individuals	NA	1q42.13	1	229142587	NR	LINC02814			ENSG00000236975			rs76804613-T	rs76804613	0	76804613	intron_variant	0	0.173569	4E-6	5.3979400086720375				Illumina [5378266] (imputed)	N	disease progression measurement, Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0008336, http://www.ebi.ac.uk/efo/EFO_0000384	GCST007498	Genome-wide genotyping array
2008-06-16	17435756	Rioux JD	2007-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17435756	Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.	Crohn's disease	946 cases, 977 controls	530 trios, 353 cases, 207 controls	16q12.1	16	50722970	CARD15	NOD2			ENSG00000167207			rs2076756-?	rs2076756	0	2076756	intron_variant	0	0.24	7E-14	13.154901959985743				Illumina [304413]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000023	Genome-wide genotyping array
2008-06-16	17435756	Rioux JD	2007-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17435756	Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.	Crohn's disease	946 cases, 977 controls	530 trios, 353 cases, 207 controls	10q21.2	10	62710915	intergenic	AC067751.1			ENSG00000238280			rs224136-?	rs224136	0	224136	intron_variant	0	0.81	1E-10	10.0		1.67	[NR]	Illumina [304413]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000023	Genome-wide genotyping array
2008-06-16	17435756	Rioux JD	2007-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17435756	Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.	Crohn's disease	946 cases, 977 controls	530 trios, 353 cases, 207 controls	1p31.3	1	67215986	IL23R	IL23R, C1orf141			ENSG00000162594, ENSG00000203963			rs7517847-?	rs7517847	0	7517847	intron_variant	0	0.40	3E-12	11.522878745280337				Illumina [304413]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000023	Genome-wide genotyping array
2008-06-16	17435756	Rioux JD	2007-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17435756	Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.	Crohn's disease	946 cases, 977 controls	530 trios, 353 cases, 207 controls	2q37.1	2	233274722	ATG16L1	ATG16L1, ATG16L1			ENSG00000085978, ENSG00000281089			rs2241880-G	rs2241880	0	2241880	missense_variant	0	0.55	1E-13	13.0		1.45	[1.27-1.64]	Illumina [304413]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000023	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	1p36.11	1	24946709	RUNX3	RUNX3			ENSG00000020633			rs7551188-T	rs7551188	0	7551188	intron_variant	0	NR	9E-6	5.045757490560675		1.18	[1.10-1.28]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	4p14	4	38334202	TBC1D1	AC098680.1 - LINC02513	ENSG00000251642	ENSG00000248227		46711	32712	rs1487630-T	rs1487630	0	1487630	intergenic_variant	1	NR	1E-11	11.0		1.33	[1.22-1.44]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	13q14.11	13	40983974	WBP4, ELF1, microRNA2276, SLC25A15	ELF1			ENSG00000120690			rs7329174-G	rs7329174	0	7329174	intron_variant	0	NR	8E-9	8.096910013008056		1.27	[1.17-1.38]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	17q21.2	17	42355962	STAT3	STAT3			ENSG00000168610			rs9891119-A	rs9891119	0	9891119	intron_variant	0	NR	2E-15	14.698970004336019		1.37	[1.27-1.48]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	2p25.2	2	5523876	SOX11	AC073143.1 - AC107057.1	ENSG00000228585	ENSG00000232835		209742	25904	rs11894081-T	rs11894081	0	11894081	intergenic_variant	1	0.55	4E-9	8.397940008672037		1.22	[1.2-1.22]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	11q13.4	11	72959855	ATG16L2, FCHSD2	FCHSD2			ENSG00000137478			rs72981516-T	rs72981516	0	72981516	intron_variant	0	0.12	4E-7	6.3979400086720375		1.28	[1.27-1.29]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	6p21.33	6	31174468	PSORS1C3	POU5F1, POU5F1, POU5F1, POU5F1, POU5F1, POU5F1, POU5F1, PSORS1C3, PSORS1C3, PSORS1C3, PSORS1C3, PSORS1C3, PSORS1C3, PSORS1C3			ENSG00000204531, ENSG00000233911, ENSG00000229094, ENSG00000230336, ENSG00000206454, ENSG00000237582, ENSG00000235068, ENSG00000223364, ENSG00000224056, ENSG00000226422, ENSG00000230983, ENSG00000224744, ENSG00000231450, ENSG00000204528			rs3094188-C	rs3094188	0	3094188	intron_variant	0	0.280	7E-7	6.154901959985743		1.61	[1.33-1.94]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	6p21.32	6	32237333	PBX2, NOTCH4	NOTCH4 - TSBP1-AS1	ENSG00000238196	ENSG00000225914		13266	17307	rs9267911-T	rs9267911	0	9267911	intergenic_variant	1	0.479	3E-7	6.522878745280337		1.5	[1.29-1.76]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	6p21.32	6	32713151	HLA-DQA2, HLA-DOB, HLA-DQB1, PSMB9, HLA-DRB1, HLA-DQA1	MTCO3P1 - AL662789.1	ENSG00000237145	ENSG00000232080		6196	4854	rs7765379-G	rs7765379	0	7765379	regulatory_region_variant	1	NR	9E-59	58.045757490560675		1.93	[1.78-2.09]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	9p24.1	9	4985879	JAK2	JAK2			ENSG00000096968			rs2274471-A	rs2274471	0	2274471	intron_variant	0	NR	5E-6	5.301029995663981		1.27	[1.15-1.41]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2013-02-27	23266558	Yamazaki K	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266558	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Crohn's disease	372 Japanese ancestry cases,3,389 Japanese ancestry controls	Up to 1,151 Japanese ancestry cases, up to 15,800 Japanese ancestry controls	9q32	9	114783386	LOC100129633, LOC645266, TNFSF8, TNFSF15	AL390240.1 - TNFSF15	ENSG00000274919	ENSG00000181634		8266	1266	rs6478106-T	rs6478106	0	6478106	intergenic_variant	1	NR	5E-46	45.30102999566398		1.73	[1.60-1.86]	Illumina [4929034] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST001785	Genome-wide genotyping array
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	2q37.1	2	233274722	ATG16L1	ATG16L1, ATG16L1			ENSG00000085978, ENSG00000281089			rs2241880-?	rs2241880	0	2241880	missense_variant	0	NR	3E-6	5.522878745280337		1.32	[1.18-1.47]	Illumina [304825]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000705	Genome-wide genotyping array
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	16q12.1	16	50729868	NOD2	AC007728.2, NOD2			ENSG00000261644, ENSG00000167207			rs2066847-?	rs2066847	0	2066847	frameshift_variant	0	NR	2E-15	14.698970004336019		1.62	[1.42-1.86]	Illumina [304825]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000705	Genome-wide genotyping array
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	19q13.33	19	48705608	FUT2	FUT2			ENSG00000176920			rs504963-A	rs504963	0	504963	3_prime_UTR_variant	0	0.431	2E-8	7.698970004336019				Illumina [304825]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000705	Genome-wide genotyping array
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	1p31.3	1	67236843	IL23R	IL23R			ENSG00000162594			rs11465804-?	rs11465804	0	11465804	intron_variant	0	NR	1E-6	6.0		1.89	[1.47-2.44]	Illumina [304825]	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST000705	Genome-wide genotyping array
